internet,netdome,abortion,buyamer,condoms1,deathpen,goodeduc,gun,marijuan,moreinc,politics,pollut,sexmarr,liberal,age,educ,emplmerg,income,gender,citysize
1,2,2,4,2,1,1,1,1,3,1,5,1,2,35,5,1,15,1,3
1,2, ,3,3,5,1,1,1,5,4,2,2,4,30,5,4,8,0,3
1,6,2,6,1,6,2,1,1,3, ,2,1, ,65,2,3, ,0,3
1,1,3,4,4,5,3,1,2,5,2,4,5,3,34,3,1,3,0,3
2,1,4,3,3,3,3,1,2,5,2,3,4,3,32,5,1,14,1,3
1,1,6,3,6,3,2,1,2,3,1,4,3,2,67,1,3,2,0,4
1,2,4,5,5,5,4,1,3,5,1,4,3,2,34,3,1,7,0,2
1,1,1,6,6,6,6,1,1,6,3,6,1,3,31,2,4,1,0,4
2,1,1,5,1,5,3,2,1,4,1,3,2,3,28,3,4,13,0,3
2,2,1,3,1,6,3,6,2,4,5,1,1,2,34,6,1,11,1,1
1,5,1, , ,6,4,3,5,5,3, ,1,3,30,3,1,7,1,3
1,3,1,3,1,3,6,1,1,2,3,3,1,2,72,4,1,1,0,1
2,3,1,4,2,1,3,1,1,4,1,2,1,3,31,3,1,7,0,1
1,2,4,5,4,3,6,3,4,3,2,4,3,3,34,3,1,10,1,4
1,6,1,4,1,1,4,3,1,4,5,4,1,2,76,6,1,10,0,4
1,1,6,5,3,6,2,3,6,5,2,4,5,3,30,4,1,9,1,3
1,6,6,5,5,6,3,1,4,2,1,2,6,2,32,3,1,6,0,1
1,2,1,6,3,3,2,1,1,4,3,3,1,2,29,4,4,8,0,1
2,2,2,4,2,2,4,5,4,4,4,2,1,2,33,4,1,9,1,4
1,6,1,4,6,6,6,3,4,6,6,4,6,2,24,4,2,3,1,3
1,4,1,5,3,5,4,5,1,5,1,2,1,3,33,4,1,12,1,1
1,2,6,5,5,6,4,6,6,6,5,6,2,3,28,2,1,3,1,3
1,3,4,4,5,5,6,2,3,6,4,3,1,2,28,3,1,11,1,3
2,1,6,1,6,1,1,1,6,6,5,6,6,5,23,5,1,7,1,2
2,1,6,5,6,6,3,4,5,4,4,5,5,3,23,5,1,13,1,3
2,3,6,6,5,5,4,1,2,5,2,3,6,2,50,4,4,3,0,2
1,1,4,1,5,3,4,1,1,6,2,6,6,3,34,4,1,7,0,4
1,4,1,6,5,4,5,2,1,5,1,3,1,3,28,3,1,2,0,1
2,1,1,4,1,6,3,1,1,6,5,5,1,2,30,6,1,5,1,3
1,6,1,2,5,4,5,1,1,5,2,3,3,3,26,3,1,9,1,1
1,4,4,6,6,5,5,3,6,6,1,6,1,2,21,2,1,2,1,2
1,2,3,2,6,2,4,3,5,5,3,3,4,2,20,1,1,5,1,2
1,1,1,5,1,1,3,3,1,5,1,3,1,2,34,6,1,5,1,1
1,1,1,4,5,1,3,2,2,6,2,5,1,2,28,5,1,2,1,3
1,1,1,4,6,4,5,4,6,6,4,1,1,4,26,2,1,4,1,3
2,1,5,2,5,1,3,1,6,4,5,6,6, ,32,6,1, ,1,4
1,1,4,6,1,4,1,1,1,6,2,4,2,3,27,5,4,11,0,3
1,6,3,6,3,5,3,3,4,5,5,4,2,2,32,3,1,10,1,4
1,1,4,6,2,2,2,1,4,4,1,4,1,3,29,5,1,6,0,4
1,4,4,6,6,6,1,1,3,6,1,6,4,3,27,3,2,5,0,3
2,1,1,6,4,5,4,6,1,5,1,3,1,3,27,6,1,10,1,1
1,4,2,4,1,4,1,1,1,4,2,4,1,1,50,5,1,13,0,2
1,2,1,6,4,5,2,1,1,6,1,1,1,3,24,4,1,4,0,2
2,1,6,5,4,5,1,1,4,6,6,3,2,3,67,6,3,12,1,4
1,1,1,6,1,6,5,3,2,6,1,1,1,3,24,4,1,10,0,2
1,6,1, , ,3,4,1,1,1,6, ,1,1,80,5,1,4,1,1
1,3,1,5,2,1,4,1,2,3,2,4,1,2,74,4,3,5,0,3
1,1,6,6,3,6,2,4,1,4,2,1,1,2,60,4,2,2,1,4
1,5,6,6,2,3,3,3,1,4,4,4,1,2,76,3,3,2,0,4
1, ,5,6,1,5,3,1,2,1,3,3,1,2,70,3,3,5,0,3
1,4, ,5,5,5,2,1, ,4,2,3, ,3,43,5,1,4,1,4
2,1,6,6,1,6,5,5,1,3,4,4,1,2,62,3,1,1,1,1
1,4,5,6,4,5,4,2,4,4,4,5,2,3,54,3,3,11,1,4
1,4,1,6,1,4,4,2,1,2,4,5,1,3,60,3,1,6,0,4
1,2,6,5,5,6,3,1,1,5,1,5,5,3,56,6,1,12,1,4
1,5,1,6,2,5,5,1,1,3,4,3,5,3,43,3,1, ,0,3
1,6,1,5,1,6,5,6,1,4,1,1,1,1,72,3,3,6,1,3
1,4,5,5,5,6,4,3,1,5,2,5,3,1,73,3,3,6,1,4
1,3,5,4,5,1,5,4,1,4,4,5,1,3,55,6,1,8,0,2
1,2,5,4,5,5,2,1,3,3,2,2,5,2,40,5,4, ,0,1
1,1,6,4,2,6,6,3,6,3,4,5,1,3,58,6,1,13,1,3
1,6,4,6,3,6,3,2,2,5,4,2,1,1,42,3,1,7,1,4
1,6,1,6,1,6,3,1,1,4,2,6,1,1,85,2,4,1,0,3
2,1,6,5,5,6,5,4,1,4,5,4,1,1,51,4,1,15,1,4
2,1,3,5,4,6,5,5,3,4,3,5,4,2,44,4,1,11,0,4
1,6,6,2,1,6,5,1,6,2,5,6,5,2,67,5,3,10,1,4
2,2,4,5,6,2,2,1,2,2,2,5,5,3,50,4,1,8,0,4
1,4,5,6,6,1,5,4,5,5,4,6,1,3,50,3,4,9,0,4
1,6,5,6,5,6,4,1,1,1,4,5,6,5,43,4,1,3,1,2
1,6,1,6,6,1,5,1,6,4,2,6,2,2,42,2,4, ,0,3
 ,6,3,2,5,2,3,2,4,4,3,5,4,3,54,3,4,13,0,3
2,1,6,4,4,1,3,1,3,3,2,4,6,4,48,4,1,15,0,2
1,6,6,6,6,4,5,2,3,2,3,6,1,3,49,6,1,5,1,2
1,1,1,6,1,6,6,6,1,6,1,6,1,1,60,1,4,1,0,3
1,1,6,6,6,6,2,2,1,4,4,4,2, ,43,3,1, ,1,1
2,5,6,5,6,6,2,1,6,6,1,6,6,2,72,6,3,15,0,4
1,6,3,3,1,4,3,3,1,3,1,3,1,2,38,4,2,10,0,3
1,1,4,6,4,3,3,3,5,4,5,3,3,3,45,3,1,8,1,1
1,5,5,6,4,6,3,1,4,4,2,3,1,3,55,3,1,5,1,2
1,6,1,5,2,5,5,1,1,5,1,6,1, ,71,4,3,10,1,4
1,6,4,1,1,6,5,4,1,4,4,4,1,1,42,3,1,4,0,2
2,1,4,5,4,5,3,2,4,6,4,4,6,3,28,4,1,7,0,3
 ,1,4,1,3,6,6,1,6,4,1,1,1,3,23,4,1,2,0,1
1,3,1,5,1,6,3,1,2,1,1,5,2, ,49,4,2,10,0,3
1,2,4,5,4,3,4,5,1,4,3,3,1,2,51,3,4,1,0,3
1,1,1,5,3,5,2,6,3,3,2,2,1,2,51,3,1,11,1,1
1,6,2,6,3,6,2,3,1,3,3,5,1,3,61,3,1,15,0,2
2,5,5,6,5,6,4,6,1,2,1,3,3,3,50,3,1,4,1,2
2,1,6,4,1,4,1,1,1,6,3,5,3,1,45,6,1,15,1,3
1,6,1,1,2,5,5,6,2,3,4,4,1,1,59,3,1,10,1,1
1, ,4,3,1,2,2,1,1,6,4,5,1,2,54,5,1,15,1,4
2,1,2,4,5,4,2,5,1,2,5,2,4, ,71,4,2, ,1,3
1,5,5,5,5,5,2,1,5,2,5,5,2,3,64,3,4,6,0,3
1,1,6,6,6,3,4,1,6,1,2,4,4,2,51,3,2,1,0,4
1,6,6,6,1,6,3,6,5,2,3,6,1,1,69,3,3, ,1,3
1,3,1,1,1,3,5,1,1,5,1,4,6,5,32,4,1,2,1,2
1,2,5,5,2,6,2,2,3,3,3,4,1,2,74,4,4,10,0,4
1,4,6,5,4,5,6,3,6,3,2,5, ,2,55,4,1,12,0,3
1,6,1,6,4,5,5,1,4,5,5,5,1,3,57,3,1,5,1,1
1,5,3,4,4,1,3,1,4,3,3,4,2,1,35,4,4,2,0,3
1,2,5,5,4,5,2,4,1,4,2,5,1,2,63,6,3,9,0,2
1,4,6,6,6,6,1,1,1,1,1,6,1,3,70,6,1,11,1,4
1,5,1,4,1,6,3,2,1,2,3,2,1,1,74,3,3,10,1,4
1,6,4,5,1,5,5,4,1,1,1,4,1,1,54,3,4,5,0,3
1,2,3,2,4,2,4,2,5,4,2,3,1,2,47,2,4,10,0,2
2,2,4,5,1,3,4,1,1,5,2,4,1,3,59,3,1, ,0,4
1,6,4,6,5,3,2,3,1,4,3,6,2,2,80,3,4,7,0,3
1,4,5,4,5,1,3,1,1,3,4,3,4,3,52,5,1,6,0,3
1,3,5,6,3,6,3,4,1,4,1,3,1,4,48,3,2,9,0,3
1,1,5,4,4,6,1,1,1,4,1,5,1,2,46,6,1,10,0,3
2,1,6,6,4,6,2,1,1,6,2,4,1,3,51,3,1,13,1,4
2,1,4,2,4,5,5,1,5,5,3,5,6, ,30,5,2, ,1,3
1,6,2,2,4,2,2,1,2,3,4,3,3,3,57,3,1,7,1,4
2,2, ,4,5, ,2,1, ,5,3, , ,4,50,4,1,14,1,3
2,1,6,3,5,6,4,1,6,1,3,4,1,2,65,4,2, ,0,4
1,4,6,3,3,6,3,3,4,6,4,6,4,3,35,3,1,4,0,1
1,3,1,6,1,4,1,1,1,1,2,5,5,3,44,3,4,13,0,3
1,3,1,5,2,6,5,4,1,2,3,5,1,2,65,3,3,2,1,4
1,2,6,6,5,2,1,1,3,3,1,4,4,4,72,5,3,5,0,1
2,5,5,5,1,6,1,1,1,6,1,3,5,3,35,4,1,9,0,3
1,5,6, ,5, , , , , , , , ,5,44,4,1,1,0,4
2,2,5,3,5,1,3,2,1,6,3,4,3,1,27,3,4,5,1,3
1,6,6,1,6,6,6,5,6,1,3,1,6,2,25,3,4,1,0,1
1,6,5,5,2,5,3,2,1,1,5,5,1,3,83,5,3,2,0,3
1,6,4,4,2,4,5,2,1,2,4,4,1,2,55,4,1,7,0,3
1,6,4,2,6,6,5,2,1,1,2,1,1,2,48,4,1,9,1,1
2,1,6,6,2,2,1,1,1,6,4,6,5,4,20,4,2,3,0,2
1,1,5,6,6,6,1,1,6,4,3,6,5,4,51,3,1,11,0,4
1,5,6,2,5,4,5,4,6,4,2,2,5,3,38,3,1,8,1,3
1,3,6, , , , , , , , , , ,3,62,5,4,15,0,3
1,1,4,6,6,6,6,4,1,6,6,6,1,2,38,4,4,6,1,1
2,1,6,3,4,5,4,3,4,5,5,4,3,2,49,4,1,10,0,1
1,6,6,2,5,6,5,4,5,6,1,2,5,3,34,4,1,12,0,2
2,1,6,6,6,5,3,1,6,4,3,4,6,3,46,4,1,10,0,3
1,2,5,6,3,5,1,1,1,6,2,3,4,2,55,6,1,15,1,4
1,4,6,3,6,1,2,1,3,4,4,4,6,3,63,3,3,3,0,4
1,3,5,5,3,5,2,5,1,5,5,6,3,2,48,3,1,5,0,1
1,4,1,5,1,5,4,1,1,4,1,4,1,2,44,4,4,12,0,4
2,1,5,4,4,1,2,2,4,6,2,2,3,3,52,5,1,14,1,3
1,6,6,6,1,6,1,4,1,3,4,6,1,2,68,5,3,8,0,3
2,1,6,6,6,4,4,3,5,6,3,5,5,5,44,4,1,14,0,4
1,6,1,4,6,5,3,1,6,4,4,6,6,1,32,3,2,1,1,1
2,1,3,4,4,3,3,6,1,6,1,1,3,2,59,4,1,6,1,1
1,3,6,6,6,2,2,1,4,3,1,4,1,3,57,5,1,15,0,4
1,5,5,5,1,5,3,2,2,5,2,5,1,3,60, ,1,10,1,2
1,5,6,5,4,5,5,4,3,6,2,3,3,1,37,3,4,5,0,4
1,4,1,5,2,4,3,4,3,4,3,3,1,3,39,3,1,7,1,1
1,5,1,3,1,6,1,1,1,4,4,2,1,2,81,4,4,7,0,4
1,3,1,6,4,1,3,1,5,3,5,4,6,4,43,4,2,2,0,4
1,4,1,4,1,6,2,4,1,3,4,2,1,2,63,4,4, ,1,4
1,6,1,6,6,1,6,1,1,4,1,6,1,1,65,4,4,1,0,3
2,1,1,5,2,6,2,3,6,4,4,5,1,2,35,5,1,12,1,3
1,5,5,5,3,6,3,1,4,2,4,4,1,2,62,4,1,3,1,2
1,5,4,6,2,4,3,5,2,2,2,2,3,3,57,3,2,8,0,2
1,4,5,4,1,5,2,1,2,4,4,6,1,3,63,5,3,14,0,3
1,3,3,6,3,6,6,6,6,6,6,6,6,1,41,4,1,1,0,3
1,2,5,4,4,4,3,1,4,5,5,4,2,3,39,4,2,8,0,4
1,1,6,5,2,5,3,1,4,2,1,2,1,2,48,4,1,10,0,3
1,6,6,6,5,6,4,1,6,1,4,6,4,3,39,3,1,7,1,4
2,1,6,3,6,2, ,1, ,2,1,5,6,5,44,6,1,8,0,2
1,6,3,6, ,4,4,1,1,1,4,1,1,1,80,5,3,6,1,4
1,6,6,6,1,6,3,3,1,1,1,5,1,5,68,2,3,7,1,3
1,6,5,6,1,6,3,5,1,1,1,1,1,3,64,3,1,6,0,1
1,6,6,6,2,6,4,1,6,4,1,3,3,2,56,3,1,7,0,2
1,1,5,5,3,3,4,6,1,4,1,4,1,2,63,3,4,4,0,4
2,1,6,5,6,5,1,1,5,1,4,6,6,2,62,6,3,12,0,2
1,4,1,5,1,6,4,4,1,4,3,2,1,2,53,4,4,2,1,1
1,4,1,6,1,6,1,4,1,5,4,5,3,1,53,3,4,11,0,4
2,1,6,5,6,6,4,5,5,6,5,5,4,3,31,6,1,9,1,1
1,2,5,5,1,4,2,1,2,5,4,5,1,2,39,3,1,15,0,2
1,6,4,5,4,4,3,3,3,4,4,4,4,3,52,2,1,13,0,2
1,5,3,3,1,6,4,1,1,4,2,6,1,3,66,3,4,5,1,2
1,1,4,6,4,6,6,6,1,1,1,1,1,2,41,4,1,9,0,3
1,4,5,1, ,4,5,1,3,5,3,4,4,3,48,4,4,6,0,4
1,6,6,6,1,6,6,1,1,6,1,6,4,3,46,5,1,4,1,3
2,2,4,5,5,4,1,3,4,4,5,3,2,2,56,6,1,11,0,1
2,2,1,4,1,6,1,3,1,3,5,5,1,1,74,5,3,7,0,4
1,3,4,6,6,3,5,4,6,6,3,3,4,3,34,3,1,6,1,2
1,1,4,3,2,3,4,1,1,6,4,2,4,2,36,4,2,11,0,4
1,4,3,5,4,5,5,2,4,4,4,3,5,1,45,5,1,8,1,4
1,6,1,6,6,4,3,1,1,1,4,5,1,3,66,3,3,3,0,1
1,2,6,2,3,5,5,1,5,2,4,5,4,4,73,4,3,7,1,4
2,1,1,1,1, , , , , , ,4, ,4,73,6,1,15,1,2
2,1,6,5,6,5,1,2,1,4,2,6,6,3,58,6,1,13,1,3
1,4,4,3,5,4,2,1,3,5,2,3,3,4,44,5,1,12,0,4
1,6,1,6,5,6,4,1,1,2,1,1,1,3,54,3,1,7,1,1
1,6,5,5,1,5,2,1,3,4,4,5,1,3,51,4,1,11,0,3
1,2,4,5,6,5,2,1,1,4,4,5,4,3,53,4,1,8,0,2
1,6,1,4,2,4,6,1,1,2,4,4,1,1,67,2,3,3,0,2
1,6,1,6,1,6,6,6,1,6,1,6,1,1,76,3,3,2,0,1
1,5,4,5,1,1,6,6,1,4,1,6,1,3,44,3,1,1,0,3
1,2,6,5, ,6,6,1,5,5,3,5,2,2,40,5,1,13,1,4
1,2,3,6,6,6,6,1,6,6,1,6,6,4,33,2,1,7,1,3
1,2,1,5,6,6,6,3,1,5,4,1,1,1,34,5,1,12,0,4
2,1,6,4,6,6,3,6,6,3,3,2,1,5,43,4,1,10,1,1
1,6,3,3,3,3,3,3,3,2,2,3,3,1,37,6,1,5,0,1
1,5,1,6,1,2,3,1,1,6,1,1,1, ,49,4,4,11,0,3
1,5,6,5,6,1,1,1,6,1,6,6,4,5,72,6,2,4,0,2
1,6,5,6,6,6,6,3,1,1,5,4,4,3,60,3,3,2,0,1
1,6,1,6,1,6,6,1,1,1,4,6,1,2,68,3,2,3,1,4
1,1,1,4,5,6,2,6,4,4,2,4,1,3,23,4,1,2,1,1
1,1,4,3,5,6,6,3,3,6,3,6,4,4,22,5,1,6,1,4
2,1,1,4,3,2,4,1,1,3,2,4,1,3,58,3,1,6,0,2
2,1,1,2,1,2,3,1,1,6,3,4,1,2,43,5,1,13,1,2
1,4,6,6,5,1,2,2,5,4,2,4,4,3,48,3,1,7,0,3
 ,6,6,6,1,6,6,5,1,1,1,5,1,1,82,3,1,1,0,4
1,5,6,2,2,5,1,1,3,4,3,2,6,3,41,6,1,13,0,4
1,2,5,4,4,4,3,1,4,3,2,4,3,4,34,3,1,6,0,2
1,1,2,5,1,6,5,2,1,6,4,3,1,2,36,5,1,15,0,4
1,2,1,5,1,6,4,6,1,4,2,1,1,2,35,4,1,5,1,1
1,5,1,4,2,2,5,1,1,5,1,3,1,2,40,4,1,5,1,3
1,6,6,5,5,6,5,4,6,5,5,4,4,3,43,3,1,6,0,4
1,6,4,6,5,6,3,4,1,6,5,3,1,3,54,3,1,14,1,1
2,1,4,2,2,4,3,1,4,5,3,5,5,4,43,6,1,6,0,3
1,6,1,6,1,4,6,3,1,6,1,4,1,2,44,3,1,3,0,1
1,1,6,5,5,5,5,1,5,3,2,4,6,3,42,3,2,7,0,4
2,1,1,4,1,5,3,2,1,5,4,3,1,2,35,3,2,10,0,3
2,1,6,4,6,1,1,1,6,6,6,4,6,5,53,6,1,15,0,4
1,5,4,6,5,4,2,2,6,4,3,3,3,3,42,4,1,10,0,2
1,5,1,4,3,6,3,3,4,2,3,3,3,3,66,4,3,2,0,1
1,6,6,6,3,1,6,6,6,3,6,3,1,1,39,3,4,11,0,3
1,5,5,5,4,5,3,6,4,4,4,2,1,2,50,4,1,5,1,4
1,6,4,5,4,3,3,4,4,3,2,4,4,3,49,2,4,1,0,1
1,5,6,3,4,4,1,1,1,4,1,4,1,3,43,4,2,11,0,4
1,5,4,6,4,4,5,4,3,3,4,5,2,3,68,2,3,1,0,1
2,1,6,4,5,6,3,1,4,4,4,2,4,2,66,4,3,13,0,3
2,1,4,6,4,5,5,2,1,3,2,2,1,3,41,5,1,9,1,2
1,6,1,4,1,4,6,1,1,2,3,5,1,2,66,4,3,6,0,3
2,1,4,6,1,6,6,1,1,6,1,6,1,1,41,6,1,15,0,3
2,1,4,2,5,3,2,2,3,4,3,3,5,1,37,6,1,13,1,3
1,2,4,6,5,4,3,1,1,4,3,4,4,3,69,3,4,8,0,4
1,1,4,4,3,6,1,1,1,4,5,1,1,2,79,5,3,7,0,3
2,1,5,3,1,6,5,1,1,1,6,3,1,2,45,5,4,11,0,3
2,1,6,4,6,6,4,1,1,4,5,4,4,3,60,6,1,15,1,3
1,6,6,5,5,5,2,1,2,3,4,2,4,3,40,3,1,9,0,3
1,2,4,5,2, ,3,2,1,4,2,3,1,4,69,4,3,1,1,4
1,4,1,4,1,6,2,1,3,4,2,3,1,2,38,4,4,5,0,4
1,1,2,4,4,5,3,4,2,5,4,3,3,2,38,4,1,5,1,3
1,3,3,3,3,5,2,2,3,6,2,6,2,3,51,3,4,4,1,2
1,5,6,4,4,6,4,2,1,4,2,3,2,1,67,3,3,4,0,3
1,4,3,5,4,2,5,2,4,4,3,4,1,4,27,4,1,2,0,2
1,5,1,3,4,2,2,1,2,5,2,5,5,3,22,3,2,9,0,2
1,5,6,6,6,6,2,4,5,3,2,4,3,3,39,4,1,9,1,4
1,3,1,6,1,6,1,2,1,6,2,3,1,1,49,4,1,12,0,3
1,3,5,3,2,4,3,3,2,3,1,3,2, ,63,3,4, ,0,3
1,6,1,6,6,4,6,1,1,6,1,4,4,1,51,3,1,11,1,2
1,6,5,4,2,4,2,2,2,3,2,5,3,2,91,4,3,5,1,1
1,5,6,6,6,2,4,2,6,5,3,5,2,5,55,4,3,5,1,4
1,2,1,6,1,1,1,5,5,6,6,2,1,4,51,2,4,1,0,3
1,3,2,2,5,6,2,2,1,5,5,4,2,2,35,4,1,10,1,2
2,1,2,4,2,3,3,2,2,4,4,2,2,2,56,6,1, ,1,3
 , , , , , , , , , , , , ,3,39,4,4,1,0,4
1,1,5,6,1,5,1,5,1,5,1,3,1, ,51,4,1, ,1,1
1,4,5,5,1,6,1,1,1,3,5,3,1,3,72,5,2,8,0,4
1,6,1,5,1,6,2,5,1,5,1,3,1,2,22,3,4,6,0,1
1,1,4,3,4,5,3,3,4,4,2,4,3,3,51,4,1,12,0,2
1,4,4,4,3,4,4,2,1,1,2,4,1,3,70,6,2,5,0,1
1,4,2,6,5, , , , ,6,6,3,2,3,45,4,1,10,1,4
1,1,6,4,5,4,3,1,2,4,1,2,6,3,45,5,1,15,0,2
2,1,6,1,6,6,5,1,6,1,4,6,1,3,61,4,3,12,1,4
1,2,6,4,6,4,5,3,4,3,3,3,4,2,31,6,4,11,1,4
1,6,1,1,6,1,6,1,6,1,1,6,1,2,46,3,2,1,0,4
1,3,4,2,4,4,2,1,3,4,2,4,2,2,38,5,1,4,1,1
1,4,4,4,1,3,4,1,2,1,5,5,1,2,77,6,3,5,1,4
1,3,5,5,3,6,5,3,5,4,4,3,1,3,30,3,4,1,1,3
1,1,3,6,4,5,4,3,4,4,5,5,5,3,55,3,1,10,1,1
1,5,1,5,1,6,6,1,1,1,5,6,1,3,72,4,1,1,0,2
1,6,1,4,1,1,1,1,1,1,1,2,1, ,43,3,4, ,1,2
1,1,1,2,1,6,5,2,1,2,5,6,1,1,53,3,1, ,1,2
2,1,6,5,6,4,2,3,1,4,5,2,6,2,26,6,1, ,0,1
2,1,2,5,6,6,5,6,3,6,5,4,5,1,23,4,1,5,0,2
2,1,6,3,4,6,5,3,3,5,1,4,6,5,22,4,1,3,0,1
1,1,4,3,5,6,5,5,1,1,5,5,1,2,56,4,3, ,1,2
1,6,4,4,5,6,5,1,1,2,2,3,1,3,76,4,3,4,1,3
1,5,1,4,2,6,4,4,1,3,2,5,4,2,46,5,1,3,1,4
1,2,1,4,1,6,1,6,1,4,3,4,1,2,49,4,1,10,1,1
2,1,1,4,1,4,2,1,1,4,5,5,2,2,53,5,1,15,1,4
1,5,4,4,3,4,4,5,1,2,3,4,1,3,75,2,3,4,1,2
1,2,1,6,1,5,2,1,1,2,1,1,1,4,30,4,2,7,0,3
1,6,6,5,6,6,6,6,1,6,1,1,1,1,56,5,3,2,1,4
1,3,2,1,1,6,5,3,4,2,6,4,1,3,67,6,3,5,1,4
1,1,6,4,5,2,2,4,6,5,5,4,1,5,48,5,2,2,1,3
1,6,1,6,6,1,5,1,1,5,1,5,1,2,71,5,4,10,0,3
1,5,1,5,1,6,5,4,6,1,4,4,1,1,86,4,3,4,1,4
1,3,6,3,2,5,1,4,1,4,2,2,6,2,44,5,1,10,0,3
1,5,2,5,2,2,2,1,2,1,2,4,1,3,59,3,2,7,0,4
1,2,1,6,2,5,2,6,4,4,4,4,1,4,49,4,3,7,1,4
2,1,4,4,1,4,1,4,1,6,5,2,1, ,53,4,1, ,1,2
1,5,6,5,5,6,6,6,5,1,1,6,2,4,39,3,4,2,1,4
1,3,1,5,1,1,3,2,3,3,2,4,1,3,85,6,3,7,1,2
1,5, ,6, , , , , , , , , ,1,83,2,3, ,0,4
1,1,6,3,6,4,4,1,6,3,4,6,6,4,34,4,1,4,1,3
1,5,5,4,1,6,4,4,1,5,4,4,4, ,53,4,1, ,1,4
2,1,6,2,5,6,1,2,4,5,2,5,4,2,33,6,1,8,0,2
2,1,4,4,4,6,4,3,4,6,4,6,1,4,40,4,1,11,1,4
1,2,1,5,2,4,3,2,4,3,4,5,3,2,52,5,3,5,1,3
1,6,4,3,2,3,4,1,1,2,2,4,2,1,64,3,3,3,0,3
1,3,5,5,5,6,3,5,6,3,1,5,3,4,44,5,1,1,1,1
2,1,5,4,2,5,4,3,1,5,2,5,2,4,29,4,2,3,0,3
1,6,6,5,1,6,4,5,3,3,3,2,1,2,47,4,3,2,1,2
2,2,6,2,5,6,4,4,6,6,1,5,5,2,42,6,1,15,1,4
1,1,5,6,4,4,4,3,5,5,5,5,2,2,51,4,1,14,1,2
1,2,5,5,2,4,4,4,2,4,2,5,2,3,54,4,4,2,1,4
1,3,5,3,5,5,2,1,4,5,4,3,4,2,62,6,2,9,1,3
 ,5,5,5,5,6,2,6,5,4,4,4,4,3,26,2,1,11,1,3
1,6,1,6,3,5,3,4,1,5,3,4,3,2,38,3,1,12,1,2
1,4,5,3,6,4,1,1,4,4,4,4,6,5,32,5,1,5,1,3
1,2,1,4,1,5,2,1,1,3,1,5,1,2,65,4,2,10,0,4
2,2,3,4,2,5,3,5,2,2,1,6,1, ,71,3,3, ,1,4
1,5,1,5,4,1,5,6,1,4,2,3,1,3,30,3,1,5,1,3
2,1,6,4,6,1,5,1,6,6,6,6,6,5,27,6,4,1,1,1
2,1,1,6,1,6,4,6,6,1,1,6,1,4,44,1,1,1,1,1
1,5,2,3,3,2,4,2,2,2,3,3,3,2,31,3,4,1,0,1
1,2,5,5,4,6,4,3,3,5,4,5,2,3,31,5,1,8,1,3
1,4,5,5,5,3,5,6,2,3,2,4,4,5,54,4,4,1,0,4
2,1,6,1,5,1,2,1,5,4,5,5,5,5,43,4,1,10,1,3
1,6,5,5,1,5,4,4,1,5,2,1,1,2,77,6,3,6,1,1
1,1,4,5,5,6,4,3,4,5,4,5,1,3,31,3,1,5,0,4
2,2,2,4,2,3,4,1,1,5,4,4,3,2,32,6,1,9,0,3
1,3,4,4,4,5,4,1,3,4,3,3,3,3,52,3,1,10,0,3
1,1,1,5,6,1,2,1,1,2,4,5,1,3,49,4,1,7,0,1
1,3,3,5,4,5,3,1,5,5,1,3,2,2,40,3,1,15,1,4
1,6,6,6,5,6,1,6,6,5,5,5,1,2,65,6,3,6,1,4
2,1,4,4,4,4,3,2,3,3,2,4,3,2,28,5,1,12,1,2
1,2,6,5,5,5,3,2,4,5,2,3,1,2,27,3,1,3,0,1
1,5,1,5,4,1,2,1,1,6,1,6,1,3,27,3,1,6,1,1
1,5,1,5,3,1,4,1,6,5,4,4,1,2,74,3,3,6,1,3
2,1,2,5,3,5,4,4,3,4,2,3,1,1,55,4,1,9,1,4
1,1,4,3,3,1,1,1,1,5,2,3,1,3,33,6,1,15,0,4
2,1,6,3,5,6,4,1,1,6,1,6,6,3,29,5,1,8,0,2
1,4,6,6,5,6,5,4,5,6,4,4,5,2,28,4,1,7,0,3
2,1,1,4,1,5,4,1,1,6,5,2,1,2,30,5,1,11,1,4
1,4, ,3,4,5,2,1,1,3,3,3,1,2,34,4,1,8,1,2
1,2,4,3,3,6,3,2,3,5,2,4,2,2,32,5,2,9,0,4
1,6,5,6,1,6,3,4,6,4,2,4,1,3,27,4,1,9,1,2
1,2,4,5,2,6,5,5,6,4,6,4,1, ,25,3,1, ,1,4
1,4,5,2,6,1,3,1,4,2,2,4,6,4,49,3,2,1,1,3
1,6,3,4,2,5,2,5,4,4,2,3,1,3,30,5,1,12,0,3
1,1,2,4,4,6,2,3,5,3,4,6,6,5,44,4,1,7,1,3
1,1,1,4,1,6,4,3,1,6,5,1,1,1,51,6,1,8,1,2
2,1,2,6,4,6,3,5,6,6,5,4,4,3,58,4,1,12,1,2
1,1,1,6,4,1,3,1,4,5,1,6,3,3,50,3,1,2,0,3
2,2,5,5,4,6,6,1,4,5,2,4,2,2,36,6,1,11,0,4
1,2,3,2,3,6,2,6,6,4,2,5,1,3,38,4,1,7,1,1
2,1,1,5,4,4,1,1,1,5,3,3,2,2,34,5,4,11,0,4
1,2,6,5,2,5,2,6,4,5,1,6,1, ,41,4,4, ,1,3
2,1,4,3,2,4,1,2,1,4,3,3,2,3,31,6,1,11,1,3
1,2,4,3,5,4,3,3,4,4,2,4,4,3,32,3,1,8,0,3
1,6,6,4,1,6,2,1,1,3,2,4,2,2,71,6,3, ,0,3
